locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHINPGCH_02337	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
IHINPGCH_02338	CDS	1335	glrR_1		COG2204	Transcriptional regulatory protein GlrR
IHINPGCH_02339	CDS	714	qseG			Quorum-sensing regulator protein G
IHINPGCH_02340	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
IHINPGCH_02341	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
IHINPGCH_02342	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
IHINPGCH_02343	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
IHINPGCH_02344	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
IHINPGCH_02345	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
IHINPGCH_02346	CDS	261	yfhL		COG1145	Ferredoxin YfhL
IHINPGCH_02347	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
IHINPGCH_02348	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
IHINPGCH_02349	CDS	729	recO		COG1381	DNA repair protein RecO
IHINPGCH_02350	CDS	906	era_1		COG1159	GTPase Era
IHINPGCH_02351	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
IHINPGCH_02352	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
IHINPGCH_02353	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
IHINPGCH_02354	CDS	480	rseC		COG3086	Protein RseC
IHINPGCH_02355	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
IHINPGCH_02356	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
IHINPGCH_02357	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
IHINPGCH_02358	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
IHINPGCH_02359	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
IHINPGCH_02360	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
IHINPGCH_02361	CDS	882	cmpR			HTH-type transcriptional activator CmpR
IHINPGCH_02362	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
IHINPGCH_02363	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
IHINPGCH_02364	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IHINPGCH_02365	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
IHINPGCH_02366	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
IHINPGCH_02367	CDS	699				hypothetical protein
IHINPGCH_02368	CDS	2661	pka	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
IHINPGCH_02369	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
IHINPGCH_02370	CDS	273				hypothetical protein
IHINPGCH_02371	CDS	1299	kgtP			Alpha-ketoglutarate permease
IHINPGCH_02372	rRNA	111				5S ribosomal RNA
IHINPGCH_02373	rRNA	2758				23S ribosomal RNA
IHINPGCH_02374	rRNA	1538				16S ribosomal RNA
IHINPGCH_02375	CDS	2574	clpB		COG0542	Chaperone protein ClpB
IHINPGCH_02376	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
IHINPGCH_02377	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IHINPGCH_02378	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
IHINPGCH_02379	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
IHINPGCH_02380	CDS	1161	pheA		COG0077	P-protein
IHINPGCH_02381	CDS	1122	tyrA		COG0287	T-protein
IHINPGCH_02382	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
IHINPGCH_02383	CDS	363				hypothetical protein
IHINPGCH_02384	CDS	519				hypothetical protein
IHINPGCH_02385	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
IHINPGCH_02386	CDS	483			COG2885	Outer membrane protein Omp38
IHINPGCH_02387	CDS	348	rplS		COG0335	50S ribosomal protein L19
IHINPGCH_02388	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
IHINPGCH_02389	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
IHINPGCH_02390	CDS	249	rpsP		COG0228	30S ribosomal protein S16
IHINPGCH_02391	CDS	1362	ffh		COG0541	Signal recognition particle protein
IHINPGCH_02392	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
IHINPGCH_02393	CDS	1242				hypothetical protein
IHINPGCH_02394	CDS	594	grpE			Protein GrpE
IHINPGCH_02395	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
IHINPGCH_02396	CDS	1662	recN		COG0497	DNA repair protein RecN
IHINPGCH_02397	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
IHINPGCH_02398	CDS	291				hypothetical protein
IHINPGCH_02399	CDS	477	ratA		COG2867	Ribosome association toxin RatA
IHINPGCH_02400	CDS	483	smpB		COG0691	SsrA-binding protein
IHINPGCH_02401	CDS	126				hypothetical protein
IHINPGCH_02402	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
IHINPGCH_02403	CDS	1242	intA_3		COG0582	Prophage integrase IntA
IHINPGCH_02404	CDS	3747				hypothetical protein
IHINPGCH_02405	CDS	3852				hypothetical protein
IHINPGCH_02406	CDS	747				hypothetical protein
IHINPGCH_02407	CDS	180				hypothetical protein
IHINPGCH_02408	CDS	882				hypothetical protein
IHINPGCH_02409	CDS	240				hypothetical protein
IHINPGCH_02410	CDS	123				hypothetical protein
IHINPGCH_02411	CDS	300	era_2			GTPase Era
IHINPGCH_02412	CDS	312				hypothetical protein
IHINPGCH_02413	CDS	747				hypothetical protein
IHINPGCH_02414	CDS	471	flu_1		COG3468	Antigen 43
IHINPGCH_02415	CDS	690				hypothetical protein
IHINPGCH_02416	CDS	483				hypothetical protein
IHINPGCH_02417	tRNA	76				tRNA-Met(cat)
IHINPGCH_02418	CDS	1647				hypothetical protein
IHINPGCH_02419	CDS	978	csiD			Protein CsiD
IHINPGCH_02420	CDS	1269	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
IHINPGCH_02421	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
IHINPGCH_02422	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
IHINPGCH_02423	CDS	1401	gabP		COG1113	GABA permease
IHINPGCH_02424	CDS	663				hypothetical protein
IHINPGCH_02425	CDS	450	ygaU		COG1652	putative protein YgaU
IHINPGCH_02426	CDS	159				hypothetical protein
IHINPGCH_02427	CDS	300	ygaV_1		COG0640	putative HTH-type transcriptional regulator YgaV
IHINPGCH_02428	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
IHINPGCH_02429	CDS	405	stpA		COG2916	DNA-binding protein StpA
IHINPGCH_02430	CDS	450	alaE			L-alanine exporter AlaE
IHINPGCH_02431	CDS	345				hypothetical protein
IHINPGCH_02432	CDS	330	ygaM		COG4575	putative protein YgaM
IHINPGCH_02433	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
IHINPGCH_02434	CDS	411	nrdI		COG1780	Protein NrdI
IHINPGCH_02435	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
IHINPGCH_02436	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
IHINPGCH_02437	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
IHINPGCH_02438	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
IHINPGCH_02439	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
IHINPGCH_02440	CDS	1185				putative transporter
IHINPGCH_02441	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
IHINPGCH_02442	CDS	336				hypothetical protein
IHINPGCH_02443	CDS	531	mprA		COG1846	Transcriptional repressor MprA
IHINPGCH_02444	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
IHINPGCH_02445	CDS	1539	emrB			Multidrug export protein EmrB
IHINPGCH_02446	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
IHINPGCH_02447	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
IHINPGCH_02448	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
IHINPGCH_02449	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
IHINPGCH_02450	tRNA	77				tRNA-Arg(acg)
IHINPGCH_02451	tRNA	93				tRNA-Ser(gct)
IHINPGCH_02452	CDS	186	csrA		COG1551	Carbon storage regulator
IHINPGCH_02453	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
IHINPGCH_02454	CDS	501	recX		COG2137	Regulatory protein RecX
IHINPGCH_02455	CDS	1062	recA		COG0468	Protein RecA
IHINPGCH_02456	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
IHINPGCH_02457	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
IHINPGCH_02458	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
IHINPGCH_02459	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
IHINPGCH_02460	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
IHINPGCH_02461	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
IHINPGCH_02462	CDS	360				hypothetical protein
IHINPGCH_02463	CDS	774	srlR_2		COG1349	Glucitol operon repressor
IHINPGCH_02464	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
IHINPGCH_02465	CDS	1515	norR		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
IHINPGCH_02466	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
IHINPGCH_02467	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
IHINPGCH_02468	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
IHINPGCH_02469	CDS	528	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
IHINPGCH_02470	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
IHINPGCH_02471	CDS	1458	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
IHINPGCH_02472	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
IHINPGCH_02473	CDS	981				hypothetical protein
IHINPGCH_02474	CDS	420	higA_1		COG5499	Antitoxin HigA
IHINPGCH_02475	CDS	774				hypothetical protein
IHINPGCH_02476	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
IHINPGCH_02477	CDS	411				hypothetical protein
IHINPGCH_02478	CDS	768	hycG_2		COG3260	Formate hydrogenlyase subunit 7
IHINPGCH_02479	CDS	543	nqo9	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit 9
IHINPGCH_02480	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
IHINPGCH_02481	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
IHINPGCH_02482	CDS	1827	hyfB_3	1.-.-.-	COG0651	Hydrogenase-4 component B
IHINPGCH_02483	CDS	612	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
IHINPGCH_02484	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
IHINPGCH_02485	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
IHINPGCH_02486	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
IHINPGCH_02487	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
IHINPGCH_02488	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
IHINPGCH_02489	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
IHINPGCH_02490	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
IHINPGCH_02491	CDS	354				hypothetical protein
IHINPGCH_02492	CDS	180				hypothetical protein
IHINPGCH_02493	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
IHINPGCH_02494	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
IHINPGCH_02495	CDS	768	srlR_3		COG1349	Glucitol operon repressor
IHINPGCH_02496	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
IHINPGCH_02497	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
IHINPGCH_02498	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
IHINPGCH_02499	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
IHINPGCH_02500	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
IHINPGCH_02501	CDS	237	bsdD	4.1.1.-		Phenolic acid decarboxylase subunit D
IHINPGCH_02502	CDS	1428	edcC	4.1.1.-	COG0043	Phenolic acid decarboxylase subunit C
IHINPGCH_02503	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
IHINPGCH_02504	CDS	408	hosA			Transcriptional regulator HosA
IHINPGCH_02505	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
IHINPGCH_02506	CDS	1140	nlpD_1		COG0739	Murein hydrolase activator NlpD
IHINPGCH_02507	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
IHINPGCH_02508	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
IHINPGCH_02509	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
IHINPGCH_02510	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
IHINPGCH_02511	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
IHINPGCH_02512	CDS	312	ftsB		COG2919	Cell division protein FtsB
IHINPGCH_02513	CDS	324	ygbE			Inner membrane protein YgbE
IHINPGCH_02514	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
IHINPGCH_02515	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
IHINPGCH_02516	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
IHINPGCH_02517	CDS	1038	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
IHINPGCH_02518	CDS	294	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
IHINPGCH_02519	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
IHINPGCH_02520	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
IHINPGCH_02521	CDS	747	casD			CRISPR system Cascade subunit CasD
IHINPGCH_02522	CDS	1056	casC			CRISPR system Cascade subunit CasC
IHINPGCH_02523	CDS	537				hypothetical protein
IHINPGCH_02524	CDS	1563	casA			CRISPR system Cascade subunit CasA
IHINPGCH_02525	CDS	2700	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
IHINPGCH_02526	CDS	141				hypothetical protein
IHINPGCH_02527	CDS	1113				hypothetical protein
IHINPGCH_02528	CDS	153	hokA_2			Protein HokA
IHINPGCH_02529	CDS	735	cysH_3	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
IHINPGCH_02530	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
IHINPGCH_02531	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
IHINPGCH_02532	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
IHINPGCH_02533	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
IHINPGCH_02534	CDS	261	fixX_2		COG2440	Ferredoxin-like protein FixX
IHINPGCH_02535	CDS	576	ygcP		COG1954	putative protein YgcP
IHINPGCH_02536	CDS	861	etfA		COG2025	Electron transfer flavoprotein subunit alpha
IHINPGCH_02537	CDS	780	etfB			Electron transfer flavoprotein subunit beta
IHINPGCH_02538	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
IHINPGCH_02539	CDS	1455		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
IHINPGCH_02540	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
IHINPGCH_02541	CDS	1278	yqcE			Inner membrane protein YqcE
IHINPGCH_02542	CDS	1479	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
IHINPGCH_02543	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
IHINPGCH_02544	CDS	141	yqcG			putative protein YqcG
IHINPGCH_02545	CDS	705				hypothetical protein
IHINPGCH_02546	CDS	1299	eno	4.2.1.11	COG0148	Enolase
IHINPGCH_02547	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
IHINPGCH_02548	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
IHINPGCH_02549	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
IHINPGCH_02550	CDS	249	mazE		COG2336	Antitoxin MazE
IHINPGCH_02551	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
IHINPGCH_02552	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
IHINPGCH_02553	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
IHINPGCH_02554	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
IHINPGCH_02555	CDS	987	gudX_1	4.2.1.-	COG4948	Glucarate dehydratase-related protein
IHINPGCH_02556	CDS	348	gudX_2	4.2.1.-	COG4948	Glucarate dehydratase-related protein
IHINPGCH_02557	CDS	1353	gudP			putative glucarate transporter
IHINPGCH_02558	CDS	450			COG0716	putative protein
IHINPGCH_02559	CDS	408	truC_1	5.4.99.26	COG0564	tRNA pseudouridine synthase C
IHINPGCH_02560	CDS	321	truC_2	5.4.99.26	COG0564	tRNA pseudouridine synthase C
IHINPGCH_02561	CDS	330	yqcC		COG3098	putative protein YqcC
IHINPGCH_02562	CDS	546	syd			Protein Syd
IHINPGCH_02563	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
IHINPGCH_02564	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
IHINPGCH_02565	CDS	1290	sdaC		COG0814	Serine transporter
IHINPGCH_02566	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
IHINPGCH_02567	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
IHINPGCH_02568	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
IHINPGCH_02569	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
IHINPGCH_02570	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
IHINPGCH_02571	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
IHINPGCH_02572	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
IHINPGCH_02573	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
IHINPGCH_02574	CDS	732	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
IHINPGCH_02575	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
IHINPGCH_02576	CDS	396				hypothetical protein
IHINPGCH_02577	CDS	918	gcvA			Glycine cleavage system transcriptional activator
IHINPGCH_02578	CDS	228	ygdR_1			putative lipoprotein YgdR
IHINPGCH_02579	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
IHINPGCH_02580	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
IHINPGCH_02581	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
IHINPGCH_02582	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
IHINPGCH_02583	tRNA	77				tRNA-Met(cat)
IHINPGCH_02584	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IHINPGCH_02585	CDS	1332	argA_1	2.3.1.1	COG0548	Amino-acid acetyltransferase
IHINPGCH_02586	CDS	1827	recD_2	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
IHINPGCH_02587	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
IHINPGCH_02588	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
IHINPGCH_02589	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
IHINPGCH_02590	CDS	324				hypothetical protein
IHINPGCH_02591	CDS	408				hypothetical protein
IHINPGCH_02592	CDS	564				hypothetical protein
IHINPGCH_02593	CDS	471				hypothetical protein
IHINPGCH_02594	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
IHINPGCH_02595	CDS	876	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
IHINPGCH_02596	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
IHINPGCH_02597	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
IHINPGCH_02598	CDS	147				hypothetical protein
IHINPGCH_02599	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
IHINPGCH_02600	CDS	714				hypothetical protein
IHINPGCH_02601	CDS	219	ygdR_2			putative lipoprotein YgdR
IHINPGCH_02602	CDS	1041	tas		COG0667	Protein tas
IHINPGCH_02603	CDS	1194	lplT			Lysophospholipid transporter LplT
IHINPGCH_02604	CDS	2160	aas		COG0204	Bifunctional protein Aas
IHINPGCH_02605	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
IHINPGCH_02606	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IHINPGCH_02607	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
IHINPGCH_02608	CDS	693	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
IHINPGCH_02609	CDS	1419	araE			Arabinose-proton symporter
IHINPGCH_02610	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
IHINPGCH_02611	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
IHINPGCH_02612	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
IHINPGCH_02613	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
IHINPGCH_02614	CDS	633	ecpR_2			HTH-type transcriptional regulator EcpR
IHINPGCH_02615	CDS	132				hypothetical protein
IHINPGCH_02616	CDS	810				hypothetical protein
IHINPGCH_02617	CDS	483				hypothetical protein
IHINPGCH_02618	CDS	141	yqeL			putative protein YqeL
IHINPGCH_02619	CDS	426				hypothetical protein
IHINPGCH_02620	CDS	438				hypothetical protein
IHINPGCH_02621	CDS	492	sicA		COG0457	Chaperone protein SicA
IHINPGCH_02622	CDS	1377	hilA		COG0457	Transcriptional regulator HilA
IHINPGCH_02623	CDS	219				hypothetical protein
IHINPGCH_02624	CDS	375				hypothetical protein
IHINPGCH_02625	CDS	444	bvgA_2			Virulence factors putative positive transcription regulator BvgA
IHINPGCH_02626	CDS	156				hypothetical protein
IHINPGCH_02627	CDS	432				hypothetical protein
IHINPGCH_02628	CDS	582	orgA			Oxygen-regulated invasion protein OrgA
IHINPGCH_02629	CDS	735	prgK		COG4669	Lipoprotein PrgK
IHINPGCH_02630	CDS	165				hypothetical protein
IHINPGCH_02631	CDS	156	prgI			Protein PrgI
IHINPGCH_02632	CDS	1182	prgH			Protein PrgH
IHINPGCH_02633	CDS	501				hypothetical protein
IHINPGCH_02634	CDS	294				hypothetical protein
IHINPGCH_02635	CDS	363	spaS_1		COG1377	Surface presentation of antigens protein SpaS
IHINPGCH_02636	CDS	204	spaS_2		COG1377	Surface presentation of antigens protein SpaS
IHINPGCH_02637	CDS	489	spaS_3		COG1377	Surface presentation of antigens protein SpaS
IHINPGCH_02638	CDS	768	spaR_2		COG4791	Surface presentation of antigens protein SpaR
IHINPGCH_02639	CDS	261				hypothetical protein
IHINPGCH_02640	CDS	486	spaP		COG4790	Surface presentation of antigens protein SpaP
IHINPGCH_02641	CDS	417	spaO_1		COG1886	Surface presentation of antigens protein SpaO
IHINPGCH_02642	CDS	366	spaO_2		COG1886	Surface presentation of antigens protein SpaO
IHINPGCH_02643	CDS	1611				hypothetical protein
IHINPGCH_02644	tRNA	74				tRNA-Gly(ccc)
IHINPGCH_02645	CDS	756	nlpD_2			Murein hydrolase activator NlpD
IHINPGCH_02646	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
IHINPGCH_02647	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
IHINPGCH_02648	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
IHINPGCH_02649	CDS	1779		1.14.14.51		Limonene hydroxylase
IHINPGCH_02650	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
IHINPGCH_02651	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
IHINPGCH_02652	CDS	1212	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
IHINPGCH_02653	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
IHINPGCH_02654	CDS	933	arcC1_2	2.7.2.2		Carbamate kinase 1
IHINPGCH_02655	CDS	1626	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
IHINPGCH_02656	CDS	771				hypothetical protein
IHINPGCH_02657	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
IHINPGCH_02658	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
IHINPGCH_02659	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
IHINPGCH_02660	CDS	780	cdhB	1.17.5.2		Caffeine dehydrogenase subunit beta
IHINPGCH_02661	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
IHINPGCH_02662	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
IHINPGCH_02663	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
IHINPGCH_02664	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
IHINPGCH_02665	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
IHINPGCH_02666	CDS	1920	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
